Pubchem ID	Drug name	depMapID	Cell line name	TCGA type	Predicted IC50
387447	Bortezomib	ACH-000853	NCI-H661	NA	-5.787771
387447	Bortezomib	ACH-000995	JURKAT	ALL	-5.7865663
387447	Bortezomib	ACH-000211	Daoy	MB	-5.784193
387447	Bortezomib	ACH-000843	HARA	LUSC	-5.7834964
387447	Bortezomib	ACH-000643	HDQ-P1	BRCA	-5.7820926
387447	Bortezomib	ACH-000378	NCI-H647	LUAD	-5.7792535
387447	Bortezomib	ACH-000607	KYM-1	SARC	-5.77216
387447	Bortezomib	ACH-000496	NCI-H1792	LUAD	-5.7691135
387447	Bortezomib	ACH-000430	TYK-nu	UNABLE TO CLASSIFY	-5.7621975
387447	Bortezomib	ACH-000042	Panc 02.03	PAAD	-5.758257
387447	Bortezomib	ACH-000637	KYSE-520	ESCA	-5.757204
387447	Bortezomib	ACH-000795	MOLT-13	ALL	-5.748108
387447	Bortezomib	ACH-000238	SCC-4	HNSC	-5.7442613
387447	Bortezomib	ACH-000585	EPLC-272H	LUSC	-5.7363696
387447	Bortezomib	ACH-000775	NCI-H727	NA	-5.7339597
387447	Bortezomib	ACH-000114	SU.86.86	PAAD	-5.731591
387447	Bortezomib	ACH-000866	NCI-H1048	SCLC	-5.723981
387447	Bortezomib	ACH-000121	NCI-H2405	LUAD	-5.7222123
387447	Bortezomib	ACH-000948	23132/87	STAD	-5.720945
387447	Bortezomib	ACH-000860	NCI-H358	LUAD	-5.711173
387447	Bortezomib	ACH-000188	SCC-25	HNSC	-5.7108316
387447	Bortezomib	ACH-000090	PC-3	PRAD	-5.7068424
387447	Bortezomib	ACH-000573	MDA-MB-436	BRCA	-5.706717
387447	Bortezomib	ACH-000849	MDA-MB-468	BRCA	-5.706599
387447	Bortezomib	ACH-000794	BICR 22	HNSC	-5.6971993
387447	Bortezomib	ACH-000425	UACC-62	SKCM	-5.6895213
387447	Bortezomib	ACH-000547	HT-1197	BLCA	-5.681257
387447	Bortezomib	ACH-000704	OAW42	OV	-5.6679883
387447	Bortezomib	ACH-000768	MDA-MB-231	BRCA	-5.656205
387447	Bortezomib	ACH-000433	Caki-1	KIRC	-5.6545987
387447	Bortezomib	ACH-000979	DU 145	PRAD	-5.649927
387447	Bortezomib	ACH-000652	SUIT-2	PAAD	-5.643041
387447	Bortezomib	ACH-000970	SNU-C5	COAD/READ	-5.637582
387447	Bortezomib	ACH-000270	HPAC	PAAD	-5.6359143
387447	Bortezomib	ACH-000191	BHT-101	THCA	-5.6352963
387447	Bortezomib	ACH-000118	HUP-T3	PAAD	-5.6351056
387447	Bortezomib	ACH-000814	Hs 939.T	SKCM	-5.6277027
387447	Bortezomib	ACH-000562	HCC-78	LUAD	-5.6149755
387447	Bortezomib	ACH-000212	CAL-120	BRCA	-5.6056786
387447	Bortezomib	ACH-000117	EFM-192A	BRCA	-5.596166
387447	Bortezomib	ACH-000379	NCI-H1781	LUAD	-5.5936875
387447	Bortezomib	ACH-000420	SNU-449	LIHC	-5.589763
387447	Bortezomib	ACH-000997	HCT-15	COAD/READ	-5.581428
387447	Bortezomib	ACH-000863	DBTRG-05MG	GBM	-5.574886
387447	Bortezomib	ACH-000475	huH-1	LIHC	-5.5719185
387447	Bortezomib	ACH-000956	22Rv1	PRAD	-5.5665827
387447	Bortezomib	ACH-000020	MHH-CALL-2	ALL	-5.5581713
387447	Bortezomib	ACH-000383	OE33	ESCA	-5.5519323
387447	Bortezomib	ACH-000449	MES-SA	SARC	-5.5373054
387447	Bortezomib	ACH-000688	OV7	OV	-5.5333247
387447	Bortezomib	ACH-000392	Calu-3	LUAD	-5.528673
387447	Bortezomib	ACH-000974	SNG-M	UCEC	-5.524154
387447	Bortezomib	ACH-000381	T84	COAD/READ	-5.523864
387447	Bortezomib	ACH-000780	NCI-H1105	SCLC	-5.5139565
387447	Bortezomib	ACH-000890	SW 1271	SCLC	-5.50159
387447	Bortezomib	ACH-000457	CAL-54	KIRC	-5.5009212
387447	Bortezomib	ACH-000288	BT-549	BRCA	-5.4748244
387447	Bortezomib	ACH-000476	JHH-4	LIHC	-5.4715786
387447	Bortezomib	ACH-000482	RERF-LC-KJ	LUAD	-5.471148
387447	Bortezomib	ACH-000308	EFO-21	OV	-5.46482
387447	Bortezomib	ACH-000161	COR-L105	LUAD	-5.44581
387447	Bortezomib	ACH-000934	MDA-MB-361	BRCA	-5.4450727
387447	Bortezomib	ACH-000292	NCI-H841	SCLC	-5.445052
387447	Bortezomib	ACH-000018	T24	BLCA	-5.4445953
387447	Bortezomib	ACH-000668	HCC70	BRCA	-5.440598
387447	Bortezomib	ACH-000599	PA-TU-8902	PAAD	-5.434954
387447	Bortezomib	ACH-000744	NCI-H1623	LUAD	-5.4316115
387447	Bortezomib	ACH-000619	PE/CA-PJ15	HNSC	-5.4281235
387447	Bortezomib	ACH-000826	CAL-12T	UNABLE TO CLASSIFY	-5.4276867
387447	Bortezomib	ACH-000250	KMRC-20	KIRC	-5.416101
387447	Bortezomib	ACH-000603	BEN	UNABLE TO CLASSIFY	-5.414109
387447	Bortezomib	ACH-000674	NUGC-4	STAD	-5.4115314
387447	Bortezomib	ACH-000781	NCI-H2023	LUAD	-5.4096446
387447	Bortezomib	ACH-000235	Panc 04.03	PAAD	-5.4004364
387447	Bortezomib	ACH-000875	NCI-H2347	LUAD	-5.3991265
387447	Bortezomib	ACH-000153	NCI-H2052	MESO	-5.389246
387447	Bortezomib	ACH-000669	SW 900	LUSC	-5.3866887
387447	Bortezomib	ACH-000628	NCI-H596	LUAD	-5.3854914
387447	Bortezomib	ACH-000976	HuCCT1	NA	-5.3843575
387447	Bortezomib	ACH-000621	MDA-MB-157	BRCA	-5.3831463
387447	Bortezomib	ACH-000859	HCC1954	BRCA	-5.378469
387447	Bortezomib	ACH-000929	NCI-H2110	UNABLE TO CLASSIFY	-5.3742456
387447	Bortezomib	ACH-000789	NCI-H810	NA	-5.3187885
387447	Bortezomib	ACH-000614	RVH-421	SKCM	-5.316925
387447	Bortezomib	ACH-000040	U-118 MG	GBM	-5.308828
387447	Bortezomib	ACH-000223	HCC1937	BRCA	-5.3025284
387447	Bortezomib	ACH-000035	NCI-H1650	LUAD	-5.3002367
387447	Bortezomib	ACH-000714	KMS-11	MM	-5.2991285
387447	Bortezomib	ACH-000176	LOU-NH91	LUSC	-5.260462
387447	Bortezomib	ACH-000713	Caov-3	OV	-5.240865
387447	Bortezomib	ACH-000638	NCI-H441	LUAD	-5.2071266
387447	Bortezomib	ACH-000478	SNU-387	LIHC	-5.1872315
387447	Bortezomib	ACH-000945	NCI-H650	LUAD	-5.1763344
387447	Bortezomib	ACH-000094	HPAF-II	PAAD	-5.1590033
387447	Bortezomib	ACH-000244	DK-MG	GBM	-5.1499233
387447	Bortezomib	ACH-000102	GMS-10	GBM	-5.1333694
387447	Bortezomib	ACH-000437	SW 1088	GBM	-5.129791
387447	Bortezomib	ACH-000116	OAW28	OV	-5.126925
387447	Bortezomib	ACH-000181	SCC-9	HNSC	-5.117076
387447	Bortezomib	ACH-000480	HuH-7	LIHC	-5.1086698
387447	Bortezomib	ACH-000876	MDA-MB-415	BRCA	-5.093905
387447	Bortezomib	ACH-000527	OVISE	OV	-5.0931835
387447	Bortezomib	ACH-000648	NCI-H28	MESO	-5.0769753
387447	Bortezomib	ACH-000384	SW 780	BLCA	-5.0510883
387447	Bortezomib	ACH-000506	NCI-H146	SCLC	-5.042344
387447	Bortezomib	ACH-000486	KU-19-19	BLCA	-5.040011
387447	Bortezomib	ACH-000783	CAMA-1	BRCA	-5.020035
387447	Bortezomib	ACH-000417	Panc 08.13	PAAD	-5.01637
387447	Bortezomib	ACH-000148	Hs 578T	BRCA	-5.0104423
387447	Bortezomib	ACH-000991	SNU-81	COAD/READ	-4.9994526
387447	Bortezomib	ACH-000345	KP-N-RT-BM-1	NB	-4.9965715
387447	Bortezomib	ACH-000451	NCI-H2085	LUAD	-4.9832573
387447	Bortezomib	ACH-000330	EFM-19	BRCA	-4.963472
387447	Bortezomib	ACH-000012	HCC827	LUAD	-4.9467893
387447	Bortezomib	ACH-000968	COLO 792	SKCM	-4.9427137
387447	Bortezomib	ACH-000242	RT4	BLCA	-4.9130754
387447	Bortezomib	ACH-000930	HCC1569	BRCA	-4.889623
387447	Bortezomib	ACH-000532	SNU-61	COAD/READ	-4.885557
387447	Bortezomib	ACH-000423	SK-MEL-3	SKCM	-4.8791237
387447	Bortezomib	ACH-000888	NCI-H1793	LUAD	-4.875427
387447	Bortezomib	ACH-000467	HCC-56	COAD/READ	-4.8714356
387447	Bortezomib	ACH-000236	SW1417	COAD/READ	-4.86765
387447	Bortezomib	ACH-000699	HCC1395	BRCA	-4.848594
387447	Bortezomib	ACH-000616	Hs 746T	STAD	-4.8385463
387447	Bortezomib	ACH-000574	FU-OV-1	OV	-4.82176
387447	Bortezomib	ACH-000903	FTC-133	THCA	-4.817404
387447	Bortezomib	ACH-000717	COLO-680N	ESCA	-4.808727
387447	Bortezomib	ACH-000536	BT-20	BRCA	-4.8045616
387447	Bortezomib	ACH-000144	RERF-GC-1B	STAD	-4.789952
387447	Bortezomib	ACH-000147	T-47D	BRCA	-4.7627797
387447	Bortezomib	ACH-000885	TOV-21G	OV	-4.7621126
387447	Bortezomib	ACH-000633	FU97	STAD	-4.744201
387447	Bortezomib	ACH-000565	RCM-1	COAD/READ	-4.7391906
387447	Bortezomib	ACH-000374	HCC1143	BRCA	-4.729035
387447	Bortezomib	ACH-000678	MKN7	STAD	-4.7273197
387447	Bortezomib	ACH-000999	SNU-1040	COAD/READ	-4.6411395
387447	Bortezomib	ACH-000260	SK-N-AS	NB	-4.5448556
387447	Bortezomib	ACH-000554	UACC-893	BRCA	-4.544204
387447	Bortezomib	ACH-000895	CL-34	COAD/READ	-4.5315757
387447	Bortezomib	ACH-000640	SK-MEL-31	SKCM	-4.5305414
387447	Bortezomib	ACH-000178	Hs 766T	PAAD	-4.524392
387447	Bortezomib	ACH-000910	MDA-MB-453	BRCA	-4.470256
387447	Bortezomib	ACH-000352	HCC1428	BRCA	-4.470166
387447	Bortezomib	ACH-000719	RMG-I	OV	-4.4420686
387447	Bortezomib	ACH-000107	Capan-2	PAAD	-4.4376097
387447	Bortezomib	ACH-000304	WM-115	SKCM	-4.4296136
387447	Bortezomib	ACH-000332	YAPC	PAAD	-4.4170823
387447	Bortezomib	ACH-000298	NCI-H2029	SCLC	-4.380557
387447	Bortezomib	ACH-000092	NCI-H2452	MESO	-4.3668404
387447	Bortezomib	ACH-000949	TGBC11TKB	STAD	-4.353011
387447	Bortezomib	ACH-000470	SW1463	COAD/READ	-4.3306527
387447	Bortezomib	ACH-000963	CCK-81	COAD/READ	-4.2858443
387447	Bortezomib	ACH-000555	A-498	KIRC	-4.2698674
387447	Bortezomib	ACH-000422	SNU-475	LIHC	-4.263392
387447	Bortezomib	ACH-000243	DAN-G	PAAD	-4.261086
387447	Bortezomib	ACH-000812	COLO-783	SKCM	-4.198526
387447	Bortezomib	ACH-000752	NCI-H196	SCLC	-4.1329803
387447	Bortezomib	ACH-000222	AsPC-1	PAAD	-4.1224933
387447	Bortezomib	ACH-000369	MOLM-16	LAML	-4.0941625
387447	Bortezomib	ACH-000759	MDA-MB-175-VII	BRCA	-4.0877104
387447	Bortezomib	ACH-000277	HCC1419	BRCA	-4.0750484
387447	Bortezomib	ACH-000725	HCC202	BRCA	-4.048223
387447	Bortezomib	ACH-000822	SK-MEL-24	SKCM	-4.0415792
387447	Bortezomib	ACH-000684	KMRC-1	KIRC	-4.0056505
387447	Bortezomib	ACH-000580	C32	SKCM	-3.966824
387447	Bortezomib	ACH-000626	U266B1	MM	-3.939767
387447	Bortezomib	ACH-000798	CL-40	COAD/READ	-3.9140248
387447	Bortezomib	ACH-000347	QGP-1	PAAD	-3.8891826
387447	Bortezomib	ACH-000986	HT115	COAD/READ	-3.833465
387447	Bortezomib	ACH-000615	SK-MEL-28	SKCM	-3.6643305
387447	Bortezomib	ACH-000103	Caov-4	OV	-3.5969496
387447	Bortezomib	ACH-000828	ZR-75-30	BRCA	-3.5826726
387447	Bortezomib	ACH-000350	COLO-678	COAD/READ	-3.5329094
387447	Bortezomib	ACH-000489	SW1116	COAD/READ	-3.529068
387447	Bortezomib	ACH-000698	DMS 53	SCLC	-3.481226
387447	Bortezomib	ACH-000680	SW948	COAD/READ	-3.457232
387447	Bortezomib	ACH-000360	NCI-H508	COAD/READ	-3.084722
387447	Bortezomib	ACH-000852	NCI-H1435	LUAD	-3.079688
387447	Bortezomib	ACH-000443	OVKATE	OV	-2.8795362
387447	Bortezomib	ACH-000987	MeWo	SKCM	-2.8350358
387447	Bortezomib	ACH-000727	NCI-H2066	SCLC	-2.5123234
387447	Bortezomib	ACH-000818	BT-483	BRCA	-1.9947724
387447	Bortezomib	ACH-000718	NCI-H2291	LUAD	-1.6017585
148124	Docetaxel	ACH-000545	VM-CUB1	BLCA	-6.516854
148124	Docetaxel	ACH-000778	HSC-3	HNSC	-6.4515605
148124	Docetaxel	ACH-000649	786-O	KIRC	-6.3048735
148124	Docetaxel	ACH-000792	BFTC-909	KIRC	-6.3021493
148124	Docetaxel	ACH-000225	ECC12	STAD	-6.1766286
148124	Docetaxel	ACH-000624	HCC1806	BRCA	-6.147583
148124	Docetaxel	ACH-000693	KYSE-180	ESCA	-6.1364
148124	Docetaxel	ACH-000396	J82	BLCA	-6.1321335
148124	Docetaxel	ACH-000318	TE-10	ESCA	-6.1091924
148124	Docetaxel	ACH-000558	A172	GBM	-6.097259
148124	Docetaxel	ACH-000456	B-CPAP	THCA	-6.070694
148124	Docetaxel	ACH-000228	BICR 31	HNSC	-6.0544276
148124	Docetaxel	ACH-000322	HT-144	SKCM	-6.0540686
148124	Docetaxel	ACH-000098	GAMG	LGG	-5.937667
148124	Docetaxel	ACH-000309	SK-LU-1	LUAD	-5.9186034
148124	Docetaxel	ACH-000521	NCI-H2030	LUAD	-5.8320436
148124	Docetaxel	ACH-000835	GCT	SARC	-5.787725
148124	Docetaxel	ACH-000343	NCI-H522	LUAD	-5.751763
148124	Docetaxel	ACH-000112	SIG-M5	LAML	-5.7320795
148124	Docetaxel	ACH-000135	Hs 940.T	SKCM	-5.7172084
148124	Docetaxel	ACH-000231	KALS-1	LGG	-5.7124
148124	Docetaxel	ACH-000911	NUGC-3	STAD	-5.6938
148124	Docetaxel	ACH-000989	SNU-175	COAD/READ	-5.6480403
148124	Docetaxel	ACH-000473	RT-112	BLCA	-5.635567
148124	Docetaxel	ACH-000400	SK-CO-1	COAD/READ	-5.627532
148124	Docetaxel	ACH-000772	TE 441.T	SARC	-5.4599814
148124	Docetaxel	ACH-000001	NIH:OVCAR-3	OV	-5.4405613
148124	Docetaxel	ACH-000060	Panc 10.05	PAAD	-5.4203753
148124	Docetaxel	ACH-000447	NCI-H2228	LUAD	-5.404985
148124	Docetaxel	ACH-000411	769-P	KIRC	-5.394569
148124	Docetaxel	ACH-000351	MKN1	STAD	-5.378257
148124	Docetaxel	ACH-000548	BHY	HNSC	-5.3559613
148124	Docetaxel	ACH-000124	OCI-LY-19	DLBC	-5.288381
